room,slot,rdt_off,sce,dest,partner,rect_x,rect_z,rect_w,rect_d,welt_x,welt_z,ausgang_ncdir,ausgang_next,ankunft_ncdir,ankunft_spawn,achse_a_rect,achse_b_sca,achse_c_yaw,achse,sca_wand_richtung,sca_wand_abstand,yaw_abw,auswaerts_karte,auswaerts_quelle,seite,rect,karte_heute_x,karte_heute_y,kind_heute,kind_soll,karte_neu_x,karte_neu_y,karte_snap_x,karte_snap_y,snap_px,lage
1230,2,0x0b54,2,1190,1190#4,-9266,8888,2297,934,-8118,9355,1024,"3174,-11182",3072,"-8133,10226",X,X,X,X,-Z,750,0,"0,1",yaw,1,3,226,99,2,0,211,91,211,91,,Innenflaeche
1230,3,0x0b74,2,11B0,11B0#0,5270,26563,872,4622,5706,28874,0,"-26483,-18094",2048,"4725,28650",Z,Z,Z,Z,+X,800,0,"1,0",yaw,1,3,249,74,2,2,225,74,226,74,1,Wandlinie
1230,6,0x0bc4,0,1190,1190#6,-1052,11694,2297,934,96,12161,1024,"19515,-12109",3072,"142,13001",X,X,X,X,-Z,700,0,"0,1",yaw,1,3,239,95,2,0,219,89,219,89,,ausserhalb
1230,4,0x0ce6,2,1190,1190#6,-1052,11694,2297,934,96,12161,1024,"19515,-12109",3072,"142,13001",X,X,X,X,-Z,700,0,"0,1",yaw,1,3,239,95,2,0,219,89,219,89,,ausserhalb
1240,0,0x051a,2,1170,,0,0,0,0,0,0,0,"-26214,-3861",,,,,,,,,,,,,,,,,,,,,,,
1250,0,0x0cb2,0,1000,,9300,13900,1000,2500,9800,15150,0,"0,0",,,Z,,,Z,,,,,,,,,,,2,,,,,,
1250,1,0x0cd2,0,1000,,-7000,-13200,1000,2000,-6500,-12200,0,"0,0",,,Z,Z,,Z,+X,2900,,"1,0",sca,1,0,135,120,0,2,135,118,141,118,6,Wandlinie
1250,2,0x0cf2,0,1000,,-4500,-13200,1000,2000,-4000,-12200,0,"0,0",,,Z,Z,,Z,+X,400,,"1,0",sca,1,0,141,120,0,2,141,118,141,118,0,Wandlinie
1260,0,0x112a,2,11B0,11B0#5,27150,8700,1000,1500,27650,9450,1024,"-195,-21821",2048,"26750,9400",Z,Z,Z,Z,+X,50,0,"1,0",yaw,,,,,,2,,,,,,
1260,1,0x114a,2,2000,2000#0,-9700,-9350,1900,1900,-8750,-8400,1024,"4350,-20500",3072,"-8750,-6900",,Z,X,X,+X,50,0,"0,1",yaw,,,,,,0,,,,,,
1260,2,0x116a,2,10B0,10B0#1,-21000,-6250,1500,1000,-20250,-5750,1024,"-21159,3289",1024,"-20250,-6700",X,Z,X,X,+X,50,0,"0,-1",yaw,,,,,,0,,,,,,
1260,3,0x118a,2,11D0,11D0#1,21350,-8800,1000,1500,21850,-8050,0,"3900,-22000",2048,"20900,-8100",Z,Z,Z,Z,+X,50,0,"1,0",yaw,,,,,,2,,,,,,
1260,4,0x11aa,2,2000,2000#1,18700,-4250,1900,1900,19650,-3300,0,"-26450,-24300",1024,"19700,-5000",,Z,X,X,+X,50,0,"0,-1",yaw,,,,,,0,,,,,,
2000,0,0x161e,2,1260,1260#1,3900,-20200,1000,1000,4400,-19700,3072,"-8750,-6900",1024,"4350,-20500",,Z,X,X,+X,50,0,"0,-1",yaw,,,,,,0,,,,,,
2000,1,0x163e,2,1260,1260#4,-27600,-24700,1000,1000,-27100,-24200,1024,"19700,-5000",0,"-26450,-24300",,Z,Z,Z,+X,50,0,"-1,0",yaw,,,,,,2,,,,,,
2000,2,0x165e,2,2010,2010#0,-27600,-3650,1000,2000,-27100,-2650,0,"-4600,-4950",0,"-26450,-2700",Z,Z,Z,Z,+X,50,0,"-1,0",yaw,,,,,,2,,,,,,
2000,3,0x167e,2,2070,2070#0,-20300,-8200,1000,4000,-19800,-6200,-4128,"-18650,-6450",2048,"-20650,-6200",Z,Z,Z,Z,+X,50,0,"1,0",yaw,,,,,,2,,,,,,
2000,4,0x169e,2,2050,2050#0,-27600,9800,1000,1000,-27100,10300,1024,"9100,4100",0,"-26450,10250",,Z,Z,Z,+X,50,0,"-1,0",yaw,,,,,,2,,,,,,
2010,0,0x0746,2,2000,2000#2,-5800,-5800,1000,1750,-5300,-4925,0,"-26450,-2700",0,"-4600,-4950",Z,Z,Z,Z,-X,700,0,"-1,0",yaw,6,10,279,151,2,2,277,147,277,147,0,Wandlinie
2020,0,0x082a,2,2050,2050#1,10400,-4350,2000,1000,11400,-3850,1024,"-5150,3450",3072,"11350,-3150",X,Z,X,X,+X,50,0,"0,1",yaw,,,,,,0,,,,,,
2020,1,0x0866,0,2030,2030#2,-15200,2800,2000,1000,-14200,3300,3072,"-450,-9700",1024,"-14200,2450",X,Z,X,X,+X,50,0,"0,-1",yaw,,,,,,0,,,,,,
2020,1,0x088a,2,2030,2030#2,-15200,2800,2000,1000,-14200,3300,3072,"-450,-9700",1024,"-14200,2450",X,Z,X,X,+X,50,0,"0,-1",yaw,,,,,,0,,,,,,
2030,0,0x1aca,2,2070,2070#1,6850,-1950,1000,3500,7350,-200,2048,"4800,-6300",2048,"6550,-100",Z,Z,Z,Z,+X,50,0,"1,0",yaw,,,,,,2,,,,,,
2030,1,0x1aea,2,2080,2080#0,-8200,5500,1000,1800,-7700,6400,0,"-23200,-16700",0,"-6950,6450",Z,Z,Z,Z,+X,50,0,"-1,0",yaw,,,,,,2,,,,,,
2030,2,0x1b2a,2,2020,2020#1,-1350,-10900,1800,1000,-450,-10400,1024,"-14200,2450",3072,"-450,-9700",X,Z,X,X,+X,50,0,"0,1",yaw,,,,,,0,,,,,,
2030,3,0x1b4c,2,2060,2060#0,-8200,-8150,1000,1800,-7700,-7250,2048,"7600,3950",0,"-6950,-7200",Z,Z,Z,Z,+X,50,0,"-1,0",yaw,,,,,,2,,,,,,
2040,0,0x129c,2,2050,2050#2,23300,-6050,1000,1000,23800,-5550,0,"-6800,-5650",2048,"21700,-5400",,Z,Z,Z,+X,50,0,"1,0",yaw,,,,,,2,,,,,,
2040,1,0x12bc,2,2060,2060#1,-13300,1800,1000,1000,-12800,2300,3072,"450,-6150",1024,"-12850,1600",,Z,X,X,+X,50,0,"0,-1",yaw,,,,,,0,,,,,,
2040,2,0x12dc,2,2040,2040#3,-2800,-20800,800,2000,-2400,-19800,2048,"-3900,-19850",0,"-1800,-19850",Z,Z,Z,Z,+X,50,0,"-1,0",yaw,,,,,,2,,,,,,
2040,3,0x12fc,2,2040,2040#2,-3650,-20800,800,2000,-3250,-19800,0,"-1800,-19850",2048,"-3900,-19850",Z,Z,Z,Z,+X,50,0,"1,0",yaw,,,,,,2,,,,,,
2040,4,0x131c,2,2070,2070#5,-20950,-20800,1000,2000,-20450,-19800,2048,"4650,-19200",0,"-19750,-19850",Z,Z,Z,Z,+X,50,0,"-1,0",yaw,,,,,,2,,,,,,
2050,0,0x1c4a,2,2000,2000#4,8100,4700,2000,2000,9100,5700,0,"-26450,10250",1024,"9100,4100",,Z,X,X,+X,50,0,"0,-1",yaw,6,2,131,64,0,0,125,65,125,71,-6,Wandlinie
2050,1,0x1c6a,2,2020,2020#0,-6150,3950,2000,1000,-5150,4450,3072,"11350,-3150",1024,"-5150,3450",X,Z,X,X,+X,50,0,"0,-1",yaw,6,2,99,67,0,0,98,67,98,67,,Innenflaeche
2050,2,0x1c8a,2,2040,2040#0,-8200,-6200,1000,1200,-7700,-5600,2048,"21700,-5400",0,"-6800,-5650",Z,Z,Z,Z,+X,50,0,"-1,0",yaw,6,2,94,87,2,2,93,87,90,87,3,Wandlinie
2060,0,0x0d9a,2,2030,2030#3,7950,2950,1000,2000,8450,3950,0,"-6950,-7200",2048,"7600,3950",Z,Z,Z,Z,+X,800,0,"1,0",yaw,6,10,291,143,2,2,287,141,287,141,0,Wandlinie
2060,1,0x0dba,2,2040,2040#1,-200,-8850,1300,1000,450,-8350,1024,"-12850,1600",3072,"450,-6150",X,X,X,X,+Z,600,0,"0,1",yaw,6,10,284,154,0,0,281,149,281,149,0,Wandlinie
2070,0,0x0a3a,2,2000,2000#3,-19950,-7900,1000,3000,-19450,-6400,2048,"-20650,-6200",-4128,"-18650,-6450",Z,Z,Z,Z,-X,800,32,"-1,0",yaw,6,4,120,111,2,2,118,108,118,108,0,Wandlinie
2070,1,0x0a5a,2,2030,2030#0,5000,-7900,1000,3000,5500,-6400,2048,"6550,-100",2048,"4800,-6300",Z,Z,Z,Z,+X,700,0,"1,0",yaw,6,4,195,111,2,2,195,108,195,108,0,Wandlinie
2070,2,0x0a7a,2,2030,,-19950,4900,1000,3000,-19450,6400,2048,"6550,-100",,,Z,X,,X,-Z,50,,"0,1",sca,6,5,133,87,2,0,130,84,130,84,0,Wandlinie
2070,3,0x0a9a,2,2000,,5750,4900,1000,3000,6250,6400,2048,"-20650,-6200",,,Z,Z,,Z,+X,50,,"1,0",sca,6,5,230,87,2,2,227,84,227,84,0,Wandlinie
2070,4,0x0ad6,0,11A0,11A0#0,-19900,-20250,1000,2000,-19400,-19250,3072,"6500,-3200",0,"-18650,-19300",Z,Z,Z,Z,-X,750,0,"-1,0",yaw,6,3,109,144,2,2,107,141,107,141,0,Wandlinie
2070,4,0x0afa,2,11A0,11A0#0,-19900,-20250,1000,2000,-19400,-19250,3072,"6500,-3200",0,"-18650,-19300",Z,Z,Z,Z,-X,750,0,"-1,0",yaw,6,3,109,144,2,2,107,141,107,141,0,Wandlinie
2070,5,0x0b1c,2,2040,2040#4,5000,-20200,1000,2000,5500,-19200,0,"-19750,-19850",2048,"4650,-19200",Z,Z,Z,Z,+X,800,0,"1,0",yaw,6,3,168,143,2,2,164,140,164,140,0,Wandlinie
2080,0,0x0ba2,2,2030,2030#1,-24400,-17700,1000,2000,-23900,-16700,0,"-6950,6450",0,"-23200,-16700",Z,Z,Z,Z,+X,50,0,"-1,0",yaw,6,9,251,158,2,2,251,155,251,155,,Innenflaeche
2080,1,0x0bc2,2,2090,2090#0,-9650,-26150,1000,1000,-9150,-25650,0,"-8200,-25550",2048,"-9950,-25700",,Z,Z,Z,+X,50,0,"1,0",yaw,,,,,,2,,,,,,
2090,0,0x0996,2,2080,2080#1,-9400,-26000,1000,1000,-8900,-25500,2048,"-9950,-25700",0,"-8200,-25550",,Z,Z,Z,-X,700,0,"-1,0",yaw,6,6,167,165,2,2,164,160,164,160,0,Wandlinie
2090,1,0x09b6,2,20A0,20A0#0,6750,-18100,1000,3500,7250,-16350,1024,"4950,4100",2048,"6300,-16250",Z,Z,Z,Z,+X,50,0,"1,0",yaw,6,6,200,145,2,2,198,140,198,140,0,Wandlinie
20A0,0,0x1746,2,2090,2090#1,3450,4500,3000,1000,4950,5000,2048,"6300,-16250",1024,"4950,4100",X,Z,X,X,+X,50,0,"0,-1",yaw,,,,,,0,,,,,,
20A0,1,0x1766,2,20A0,20A0#1,16000,-21550,1000,1000,16500,-21050,3072,"16500,-20000",3072,"16500,-20000",,Z,X,X,+X,50,0,"0,1",yaw,,,,,,0,,,,,,
20A0,2,0x17a2,0,11A0,11A0#4,24800,-450,2000,1000,25800,50,2048,"28150,1250",1024,"25800,-800",X,Z,X,X,+X,50,0,"0,-1",yaw,,,,,,0,,,,,,
20A0,2,0x17c6,2,11A0,11A0#4,24800,-450,2000,1000,25800,50,2048,"28150,1250",1024,"25800,-800",X,Z,X,X,+X,50,0,"0,-1",yaw,,,,,,0,,,,,,
20B0,0,0x1962,2,1260,,3900,-20200,1000,1000,4400,-19700,3072,"-8750,-6900",,,,Z,,Z,+X,50,,"1,0",sca,,,,,,2,,,,,,
20B0,1,0x1982,2,1260,,-27600,-24700,1000,1000,-27100,-24200,1024,"19700,-5000",,,,Z,,Z,+X,50,,"1,0",sca,,,,,,2,,,,,,
20B0,2,0x19a2,2,2010,,-27600,-3650,1000,2000,-27100,-2650,0,"-4600,-4950",,,Z,Z,,Z,+X,50,,"1,0",sca,,,,,,2,,,,,,
20B0,3,0x19c2,2,2030,,5450,-7900,1000,3000,5950,-6400,2048,"6550,-100",,,Z,Z,,Z,+X,50,,"1,0",sca,,,,,,2,,,,,,
20B0,4,0x19e2,2,2050,,-27600,9800,1000,1000,-27100,10300,1024,"9100,4100",,,,Z,,Z,+X,50,,"1,0",sca,,,,,,2,,,,,,
3000,0,0x1462,2,11A0,,-30000,-10000,10,10,-29995,-9995,1024,"-50,24200",,,,,,,,,,,,7,2,167,159,0,,,,,,,
3000,1,0x1482,2,3010,3010#0,-5890,-18270,670,1500,-5555,-17520,4192,"-23168,11769",-2000,"-6544,-17239",Z,X,Z,Z,+Z,700,48,"1,0",yaw,7,2,218,174,2,2,211,173,215,173,4,Wandlinie
3010,0,0x1fd2,2,3000,3000#1,-25000,10620,1600,1820,-24200,11530,-2000,"-6544,-17239",4192,"-23168,11769",Z,Z,Z,Z,-X,500,96,"-1,0",yaw,,,,,,2,,,,,,
3010,1,0x1ff2,2,3060,3060#0,-7268,8910,1410,1800,-6563,9810,4112,"-26027,-22532",2048,"-7578,10065",Z,Z,Z,Z,+X,850,0,"1,0",yaw,,,,,,2,,,,,,
3010,2,0x2012,2,30E0,,0,0,0,0,0,0,2000,"-19406,-22938",,,,,,,-X,5100,,,,,,,,,,,,,,,
3010,3,0x203a,2,3020,3020#0,-7200,-19200,1400,1800,-6500,-18300,0,"-26300,-22550",-1872,"-7400,-18400",Z,Z,,Z,+X,650,176,"1,0",sca,,,,,,2,,,,,,
3010,3,0x205e,2,30D0,30D0#0,-7200,-19200,1400,1800,-6500,-18300,0,"-26300,-22550",-1872,"-7400,-18400",Z,Z,,Z,+X,650,176,"1,0",sca,,,,,,2,,,,,,
3010,6,0x20ea,2,30E0,30E0#0,-27200,-20880,900,2120,-26750,-19820,2000,"-19406,-22938",3645,"-25190,-20200",Z,Z,,Z,+X,300,451,"1,0",sca,,,,,,2,,,,,,
3020,0,0x0b3a,2,3010,3010#3,-27050,-23450,600,1900,-26750,-22500,-1872,"-7400,-18400",0,"-26300,-22550",Z,Z,Z,Z,-X,400,0,"-1,0",yaw,7,0,81,127,2,2,81,122,80,122,1,Wandlinie
3020,2,0x0b6e,2,30C0,,0,0,0,0,0,0,3072,"-11250,-10900",,,,,,,,,,,,,,,,,,,,,,,
3030,0,0x01d2,2,30E0,30E0#7,-27700,-17000,4000,1000,-25700,-16500,3072,"7025,2700",1048,"-25497,-17066",X,X,X,X,+Z,500,24,"0,-1",yaw,,,,,,0,,,,,,
3030,1,0x01fa,2,30C0,30C0#1,-27700,-27300,4000,1000,-25700,-26800,1024,"-11850,450",-1056,"-25323,-25886",X,X,X,X,-Z,850,32,"0,1",yaw,,,,,,0,,,,,,
3030,1,0x021e,2,30D0,30D0#2,-27700,-27300,4000,1000,-25700,-26800,1024,"-11850,450",-1056,"-25323,-25886",X,X,X,X,-Z,850,32,"0,1",yaw,,,,,,0,,,,,,
3040,0,0x125a,0,3060,3060#2,-10650,-27300,3700,700,-8800,-26950,1320,"2063,-17192",3072,"-8900,-26300",X,X,X,X,-Z,600,0,"0,1",yaw,,,,,,0,,,,,,
3040,0,0x127e,2,3060,3060#2,-10650,-27300,3700,700,-8800,-26950,1320,"2063,-17192",3072,"-8900,-26300",X,X,X,X,-Z,600,0,"0,1",yaw,,,,,,0,,,,,,
3040,1,0x12a0,2,3050,3050#0,-27300,-5900,750,1850,-26925,-4975,1024,"-23996,1523",0,"-26350,-5100",Z,Z,Z,Z,-X,450,0,"-1,0",yaw,,,,,,2,,,,,,
3050,0,0x1e86,2,3040,3040#1,-25046,1873,2190,620,-23951,2183,0,"-26350,-5100",1024,"-23996,1523",X,X,X,X,+Z,500,0,"0,-1",yaw,7,4,199,47,0,0,199,48,199,44,4,Wandlinie
3050,1,0x1ea6,2,30E0,30E0#6,-4596,1823,2140,520,-3526,2083,0,"4225,4550",1024,"-3596,1523",X,Z,X,X,+X,50,0,"0,-1",yaw,7,4,243,48,0,0,237,48,237,44,4,Wandlinie
3060,0,0x0e76,2,3010,3010#1,-27900,-23500,1500,2200,-27150,-22400,2048,"-7578,10065",4112,"-26027,-22532",Z,Z,Z,Z,-X,1150,16,"-1,0",yaw,7,6,175,125,2,2,175,117,170,117,5,Wandlinie
3060,1,0x0e96,2,3090,3090#1,-4500,-27300,2600,1300,-3200,-26650,1024,"-24731,887",2784,"-2812,-26085",X,X,,X,-Z,700,288,"0,1",sca,7,6,222,135,0,0,218,123,218,124,1,Wandlinie
3060,2,0x0ed6,2,3040,3040#0,1500,-17200,3200,1300,3100,-16550,3072,"-8900,-26300",1320,"2063,-17192",X,X,,X,+Z,500,296,"0,-1",sca,7,6,234,111,0,0,229,108,229,104,4,Wandlinie
3060,3,0x0ef8,2,3020,,0,0,0,0,0,0,3072,"-11250,-13250",,,,,,,,,,,,,,,,,,,,,,,
3070,0,0x3302,2,3080,,-27400,-13660,1200,3400,-26800,-11960,930,"-25850,-25900",,,Z,Z,,Z,+X,50,,"1,0",sca,7,5,144,80,2,2,143,78,143,78,,Innenflaeche
3070,1,0x3322,2,30E0,30E0#1,-13500,-19700,2200,1200,-12400,-19100,384,"-25660,-22130",3360,"-11840,-18140",X,X,,X,-Z,500,288,"0,1",sca,7,5,175,99,0,0,170,96,170,96,,Innenflaeche
3080,0,0x072a,2,4000,,0,0,0,0,0,0,1920,"-7600,-6760",,,,,,,,,,,,,,,,,,,,,,,
3090,0,0x132a,2,30C0,30C0#0,-27090,-1740,590,1440,-26795,-1020,2048,"-6400,-400",0,"-26275,-875",Z,Z,Z,Z,-X,500,0,"-1,0",yaw,,,,,,2,,,,,,
3090,0,0x134e,2,30D0,30D0#1,-27090,-1740,590,1440,-26795,-1020,2048,"-6400,-400",0,"-26275,-875",Z,Z,Z,Z,-X,500,0,"-1,0",yaw,,,,,,2,,,,,,
3090,1,0x1370,2,3060,3060#1,-25610,1300,1890,750,-24665,1675,2784,"-2812,-26085",1024,"-24731,887",X,X,X,X,+Z,750,0,"0,-1",yaw,,,,,,0,,,,,,
3090,2,0x1390,2,30A0,30A0#0,-13890,-9350,1510,570,-13135,-9065,0,"-25500,11700",1360,"-13584,-9698",X,X,,X,+Z,400,336,"0,-1",sca,,,,,,0,,,,,,
3090,3,0x13b0,2,30B0,30B0#0,-24700,-25200,750,1740,-24325,-24330,0,"-23100,-24400",-1688,"-25033,-23750",Z,Z,,Z,+X,500,360,"1,0",sca,,,,,,2,,,,,,
30A0,0,0x0722,2,3090,3090#2,-27050,10900,1000,1800,-26550,11800,1360,"-13584,-9698",0,"-25500,11700",Z,Z,Z,Z,-X,1050,0,"-1,0",yaw,7,3,205,126,2,2,205,120,204,120,1,Wandlinie
30B0,0,0x0912,2,3090,3090#3,-24350,-25400,1000,2000,-23850,-24400,-1688,"-25033,-23750",0,"-23100,-24400",Z,Z,Z,Z,-X,750,0,"-1,0",yaw,7,8,65,171,2,2,65,166,65,166,0,Wandlinie
30C0,0,0x0b5a,2,3090,3090#0,-6100,-1200,700,1800,-5750,-300,0,"-26275,-875",2048,"-6400,-400",Z,Z,Z,Z,+X,600,0,"1,0",yaw,7,10,247,133,2,2,247,131,247,131,0,Wandlinie
30C0,1,0x0b7a,2,3030,3030#1,-12700,700,1800,700,-11800,1050,-1056,"-25323,-25886",1024,"-11850,450",X,X,X,X,+Z,650,0,"0,-1",yaw,7,10,240,129,0,0,240,128,240,128,0,Wandlinie
30D0,0,0x1246,2,3010,3010#3,-27050,-23450,600,1900,-26750,-22500,-1872,"-7400,-18400",0,"-26300,-22550",Z,Z,Z,Z,-X,400,0,"-1,0",yaw,7,9,215,181,2,2,216,178,215,178,1,Wandlinie
30D0,1,0x1266,2,3090,3090#0,-6100,-1200,700,1800,-5750,-300,0,"-26275,-875",2048,"-6400,-400",Z,Z,Z,Z,+X,600,0,"1,0",yaw,7,9,254,132,2,2,247,131,247,131,,ausserhalb
30D0,2,0x1286,2,3030,3030#1,-12700,700,1800,700,-11800,1050,-1056,"-25323,-25886",1024,"-11850,450",X,X,X,X,+Z,650,0,"0,-1",yaw,7,9,243,129,0,0,238,128,238,128,,ausserhalb
30E0,0,0x09f2,2,3010,3010#2,-18900,-23500,800,1320,-18500,-22840,3645,"-25190,-20200",2000,"-19406,-22938",Z,Z,Z,Z,+X,650,48,"1,0",yaw,,,,,,2,,,,,,
30E0,1,0x0a12,2,3070,3070#1,-27100,-21800,2700,1200,-25750,-21200,3360,"-11840,-18140",384,"-25660,-22130",X,X,,X,+Z,350,384,"0,-1",sca,,,,,,0,,,,,,
30E0,2,0x0a32,2,30E0,,0,0,0,0,0,0,2048,"-25100,-26500",,,,,,,,,,,,,,,,,,,,,,,
30E0,6,0x0aba,2,3050,3050#1,3375,3650,650,1950,3700,4625,1024,"-3596,1523",0,"4225,4550",Z,Z,Z,Z,-X,450,0,"-1,0",yaw,,,,,,2,,,,,,
30E0,7,0x0ada,2,3030,3030#0,6225,1900,1800,600,7125,2200,1048,"-25497,-17066",3072,"7025,2700",X,X,X,X,-Z,450,0,"0,1",yaw,,,,,,0,,,,,,
4000,0,0x107a,2,4020,4020#0,-27600,-11000,2000,4100,-26600,-8950,2048,"-21400,-23400",104,"-26516,-8963",Z,Z,Z,Z,-X,500,104,"-1,0",yaw,,,,,,2,,,,,,
4000,1,0x109c,2,4010,4010#0,-17100,-4600,1600,2200,-16300,-3500,-2048,"-21044,-24000",0,"-15608,-3524",Z,Z,Z,Z,-X,400,0,"-1,0",yaw,,,,,,2,,,,,,
4000,4,0x10e4,2,4030,4030#0,-15030,-27200,1800,1400,-14130,-26500,1104,"-23066,-19748",-848,"-14149,-26101",X,X,,X,-Z,500,176,"0,1",sca,,,,,,0,,,,,,
4000,5,0x1104,2,3070,,-5730,-5900,4300,3800,-3580,-4000,105,"-25773,-12208",,,X,X,,X,-Z,1350,,"0,1",sca,,,,,,0,,,,,,
4000,7,0x114c,2,4000,,0,0,0,0,0,0,1024,"-14079,-10522",,,,X,,X,-Z,1250,,"0,1",sca,,,,,,0,,,,,,
4010,0,0x04d2,2,4000,4000#1,-21300,-24800,900,1400,-20850,-24100,0,"-15608,-3524",-2048,"-21044,-24000",Z,Z,Z,Z,+X,500,0,"1,0",yaw,8,6,125,116,0,2,121,115,126,115,5,Wandlinie
4020,0,0x063a,2,4000,,0,0,0,0,0,0,104,"-26516,-8963",,,,,,,,,,,,,,,,,,,,,,,
4020,1,0x065a,2,5000,,0,0,0,0,0,0,3072,"-10550,-14750",,,,,,,,,,,,,,,,,,,,,,,
4020,2,0x067a,2,50C0,,0,0,0,0,0,0,152,"-6975,-10005",,,,,,,,,,,,,,,,,,,,,,,
4030,0,0x045e,2,4000,4000#4,-24000,-20600,1900,1700,-23050,-19750,-848,"-14149,-26101",1104,"-23066,-19748",X,X,X,X,+Z,500,80,"0,-1",yaw,8,12,152,113,0,0,151,113,151,114,-1,Wandlinie
4030,1,0x047e,2,BF0A0,,-24190,-25490,-25170,-26560,-36775,-38770,-23930,"-26630,-25250",,,Z,,,Z,,,,,,,,,,,2,,,,,,
4030,2,0x04a6,2,C5F00,,-20490,-24080,-19400,-25070,-30190,-36615,-25240,"-20740,-21840",,,Z,,,Z,,,,,,,,,,,2,,,,,,
4040,0,0x0dde,2,4070,4070#0,-4350,-19800,700,2000,-4000,-18800,0,"-12100,-18950",2048,"-4800,-18900",Z,Z,Z,Z,+X,750,0,"1,0",yaw,,,,,,2,,,,,,
4040,2,0x0e34,2,4030,,2700,9250,1200,1200,3300,9850,-688,"-25024,-25418",,,,,,,,,,,,,,,,,,,,,,,
4040,3,0x0e54,2,4050,4050#0,-27350,16250,700,2000,-27000,17250,3072,"8850,-10650",0,"-26400,17150",Z,Z,Z,Z,-X,550,0,"-1,0",yaw,,,,,,2,,,,,,
4040,4,0x0e74,2,4050,4050#4,-22950,6050,700,2000,-22600,7050,3072,"-7700,-25700",2048,"-23400,6950",Z,Z,Z,Z,+X,700,0,"1,0",yaw,,,,,,2,,,,,,
4050,0,0x1b56,2,4040,4040#3,7850,-12100,2000,1000,8850,-11600,0,"-26400,17150",3072,"8850,-10650",X,X,X,X,-Z,950,0,"0,1",yaw,8,8,210,151,2,0,208,151,208,146,-5,Wandlinie
4050,1,0x1b76,2,4050,4050#9,10150,-10450,1000,2000,10650,-9450,0,"-200,-24750",2048,"9550,-9450",Z,Z,Z,Z,+X,1100,0,"1,0",yaw,8,8,212,149,2,2,211,149,205,149,-6,Wandlinie
4050,2,0x1b96,2,4050,4050#11,6100,-7950,2000,1000,7100,-7450,3072,"-9350,-16700",1024,"7050,-8550",X,X,X,X,+Z,1100,0,"0,-1",yaw,8,8,207,147,2,0,206,147,206,148,-1,Wandlinie
4050,3,0x1bb6,2,4050,4050#13,-1500,-10450,1000,2000,-1000,-9450,3072,"-15850,11650",0,"-50,-9450",Z,Z,Z,Z,-X,950,0,"-1,0",yaw,8,8,196,149,0,2,196,149,194,149,2,Wandlinie
4050,4,0x1bd6,2,4040,4040#4,-8650,-27300,2000,1000,-7650,-26800,2048,"-23400,6950",3072,"-7700,-25700",X,X,X,X,-Z,1100,0,"0,1",yaw,8,8,188,166,0,0,187,165,187,166,1,Wandlinie
4050,5,0x1bf6,2,4050,4050#8,-6350,-25750,1000,2000,-5850,-24750,0,"10050,-24750",2048,"-7000,-24800",Z,Z,Z,Z,+X,1150,0,"1,0",yaw,8,8,190,164,0,2,190,163,190,163,0,Wandlinie
4050,6,0x1c16,2,4050,4050#10,-10300,-23200,2000,1000,-9300,-22700,3072,"-9350,-2600",1024,"-9350,-23850",X,X,X,X,+Z,1150,0,"0,-1",yaw,8,8,185,162,0,0,185,161,185,158,3,Wandlinie
4050,7,0x1c36,2,4050,4050#12,-17950,-25750,1000,2000,-17450,-24750,3072,"1550,-1150",0,"-16400,-24800",Z,Z,Z,Z,-X,1050,0,"-1,0",yaw,8,8,174,164,2,2,175,163,177,163,-2,Wandlinie
4050,8,0x1c56,2,4050,4050#5,8500,-25750,1000,2000,9000,-24750,2048,"-7000,-24800",0,"10050,-24750",Z,Z,Z,Z,-X,1050,0,"-1,0",yaw,8,8,210,164,0,2,209,163,209,163,,ausserhalb
4050,9,0x1c76,2,4050,4050#1,-1700,-25750,1000,2000,-1200,-24750,2048,"9550,-9450",0,"-200,-24750",Z,Z,Z,Z,-X,1050,0,"-1,0",yaw,8,8,196,164,0,2,196,163,190,163,6,Wandlinie
4050,10,0x1c96,2,4050,4050#6,-10300,-4200,2000,1000,-9300,-3700,1024,"-9350,-23850",3072,"-9350,-2600",X,X,X,X,-Z,1150,0,"0,1",yaw,8,8,185,144,2,0,185,144,185,138,-6,Wandlinie
4050,11,0x1cb6,2,4050,4050#2,-10300,-18250,2000,1000,-9300,-17750,1024,"7050,-8550",3072,"-9350,-16700",X,X,X,X,-Z,1100,0,"0,1",yaw,8,8,185,157,0,0,185,157,185,158,1,Wandlinie
4050,12,0x1cd6,2,4050,4050#7,600,-2600,2000,1000,1600,-2100,0,"-16400,-24800",3072,"1550,-1150",X,X,X,X,-Z,950,0,"0,1",yaw,8,8,200,142,2,0,199,142,199,142,0,Wandlinie
4050,13,0x1cf6,2,4050,4050#3,-16850,10150,2000,1000,-15850,10650,0,"-50,-9450",3072,"-15850,11650",X,X,X,X,-Z,1050,0,"0,1",yaw,8,8,177,130,2,0,177,130,177,130,0,Wandlinie
4070,0,0x11d6,2,4040,4040#0,-13450,-19950,1000,2000,-12950,-18950,2048,"-4800,-18900",0,"-12100,-18950",Z,Z,Z,Z,-X,850,0,"-1,0",yaw,8,7,145,164,2,2,142,161,142,161,0,Wandlinie
4070,1,0x11fe,2,50A0,50A0#2,-13450,-19950,1000,2000,-12950,-18950,1501,"-23878,-16268",0,"-12100,-18950",Z,Z,Z,Z,-X,850,0,"-1,0",yaw,8,7,145,164,2,2,142,161,142,161,0,Wandlinie
